industry_skill,job_count,demand_percentage,gap_status,matched_curriculum_skill,colleges,courses
AZURE,2,0.0083,unmatched,,,
Jetpack,2,0.0083,unmatched,,,
Jewelry Evaluation,2,0.0083,unmatched,,,
Jewelry Grader,2,0.0083,unmatched,,,
Jewelry Quality Control,2,0.0083,unmatched,,,
Integration Management,2,0.0083,unmatched,,,
Integration Patterns,2,0.0083,unmatched,,,
Absence,2,0.0083,unmatched,,,
Absence Management,2,0.0083,unmatched,,,
Ab Testing,2,0.0083,unmatched,,,
Abacus,2,0.0083,unmatched,,,
Abap Dictionary,2,0.0083,unmatched,,,
Abap Object Oriented Programming,2,0.0083,unmatched,,,
Abap Objects,2,0.0083,unmatched,,,
Abap Reports,2,0.0083,unmatched,,,
User Acquisition,2,0.0083,unmatched,,,
AV Solutions,2,0.0083,unmatched,,,
AWS Bedrock,2,0.0083,unmatched,,,
AWS Java,2,0.0083,unmatched,,,
User Exits,2,0.0083,unmatched,,,
Jax-Rs,2,0.0083,unmatched,,,
Jbpm,2,0.0083,unmatched,,,
Jd Edwards Enterpriseone,2,0.0083,unmatched,,,
Jee,2,0.0083,unmatched,,,
Intellectual property law,2,0.0083,unmatched,,,
Intellij Idea,2,0.0083,unmatched,,,
Intercompany Accounting,2,0.0083,unmatched,,,
Us Mortgage Underwriting,2,0.0083,unmatched,,,
Us Process,2,0.0083,unmatched,,,
Us Residential Mortgage,2,0.0083,unmatched,,,
AWS cloud,2,0.0083,unmatched,,,
VMC Machining,2,0.0083,unmatched,,,
Utility Operation,2,0.0083,unmatched,,,
Utility Projects,2,0.0083,unmatched,,,
Utility Systems,2,0.0083,unmatched,,,
VAPT,2,0.0083,unmatched,,,
Java+,2,0.0083,partial/semantic_match,Java,"University of Mumbai, Savitribai Phule Pune University","Unknown, MDC401 Multidisciplinary minor 20 20 40 60 2 -- -- 100"
Java8,2,0.0083,unmatched,,,
Interior Decoration,2,0.0083,unmatched,,,
Interior Decorator,2,0.0083,unmatched,,,
Interior Design,2,0.0083,unmatched,,,
User Interface,2,0.0083,unmatched,,,
User Management,2,0.0083,unmatched,,,
ATM Operations,2,0.0083,unmatched,,,
AUM Growth,2,0.0083,unmatched,,,
AUTOSAR,2,0.0083,unmatched,,,
User experience design,2,0.0083,unmatched,,,
VRRP,2,0.0083,unmatched,,,
VSphere,2,0.0083,unmatched,,,
Va,2,0.0083,unmatched,,,
Value Added Tax,2,0.0083,unmatched,,,
AR Follow ups,2,0.0083,unmatched,,,
Java Full Stack Developer,2,0.0083,unmatched,,,
Java Mapping,2,0.0083,unmatched,,,
Java Selenium Jobs Chennai,2,0.0083,unmatched,,,
Java Web Services,2,0.0083,unmatched,,,
ASSISTANT PROFESSOR,2,0.0083,unmatched,,,
ASNT,2,0.0083,unmatched,,,
ASNT Level,2,0.0083,unmatched,,,
VAVE,2,0.0083,unmatched,,,
VCenter,2,0.0083,unmatched,,,
VDA,2,0.0083,unmatched,,,
VHDL,2,0.0083,unmatched,,,
Vcf,2,0.0083,unmatched,,,
Vds,2,0.0083,unmatched,,,
API Q1,2,0.0083,unmatched,,,
API Security,2,0.0083,unmatched,,,
API Security Testing,2,0.0083,unmatched,,,
International BPO Jobs,2,0.0083,unmatched,,,
Internal Control Review,2,0.0083,unmatched,,,
Internal Controls,2,0.0083,unmatched,,,
Internal Order Accounting,2,0.0083,unmatched,,,
AS400 Developer,2,0.0083,unmatched,,,
Value Engineering,2,0.0083,unmatched,,,
Value added services,2,0.0083,unmatched,,,
Value stream mapping,2,0.0083,unmatched,,,
Var,2,0.0083,unmatched,,,
Variable Agency,2,0.0083,unmatched,,,
APM,2,0.0083,unmatched,,,
Vendor Creation,2,0.0083,unmatched,,,
Vendor Handling,2,0.0083,unmatched,,,
AMS,2,0.0083,unmatched,,,
AOSP,2,0.0083,unmatched,,,
Internal auditor,2,0.0083,unmatched,,,
Internal quality auditor,2,0.0083,unmatched,,,
API applications,2,0.0083,unmatched,,,
Vector Databases,2,0.0083,unmatched,,,
Veeva Crm,2,0.0083,unmatched,,,
Vehicle Dynamics,2,0.0083,unmatched,,,
Vehicle Inspection,2,0.0083,unmatched,,,
Vehicle Testing,2,0.0083,unmatched,,,
API Automation,2,0.0083,unmatched,,,
API Automation Tester Pune,2,0.0083,unmatched,,,
API Gateway,2,0.0083,unmatched,,,
Vcenter,2,0.0083,unmatched,,,
Vfx,2,0.0083,unmatched,,,
Video Editors,2,0.0083,unmatched,,,
International Freight Forwarding,2,0.0083,unmatched,,,
International Lead Generation,2,0.0083,unmatched,,,
Vendor payments,2,0.0083,unmatched,,,
Ventilators,2,0.0083,unmatched,,,
Venue Management,2,0.0083,unmatched,,,
Vercel,2,0.0083,unmatched,,,
Veritas Cluster Server,2,0.0083,unmatched,,,
Vernier Caliper,2,0.0083,unmatched,,,
APC,2,0.0083,unmatched,,,
Vendor analysis,2,0.0083,unmatched,,,
AMDP,2,0.0083,unmatched,,,
API Management,2,0.0083,unmatched,,,
Vendor Analysis,2,0.0083,unmatched,,,
Vendor Assessment,2,0.0083,unmatched,,,
Visual Aesthetics,2,0.0083,unmatched,,,
Visual Arts,2,0.0083,unmatched,,,
Visual Builder Cloud Service,2,0.0083,unmatched,,,
Visual Debugging,2,0.0083,unmatched,,,
Jamf,2,0.0083,unmatched,,,
Japanese Bilingual,2,0.0083,unmatched,,,
International Outbound Sales,2,0.0083,unmatched,,,
Villas,2,0.0083,unmatched,,,
Vim,2,0.0083,unmatched,,,
Vim Process,2,0.0083,unmatched,,,
Vip Support,2,0.0083,unmatched,,,
Virtual Assistant,2,0.0083,unmatched,,,
Virtual Relationship Manager,2,0.0083,unmatched,,,
Virtual Server,2,0.0083,unmatched,,,
Vertical,2,0.0083,unmatched,,,
Vfd,2,0.0083,unmatched,,,
Vp,2,0.0083,unmatched,,,
Vrealize,2,0.0083,unmatched,,,
Vrealize Automation,2,0.0083,unmatched,,,
Vsam,2,0.0083,unmatched,,,
JLPT,2,0.0083,unmatched,,,
International Welding,2,0.0083,unmatched,,,
International calling,2,0.0083,unmatched,,,
International marketing,2,0.0083,unmatched,,,
Voice Audits,2,0.0083,unmatched,,,
Voice support,2,0.0083,unmatched,,,
Visual Storytelling,2,0.0083,unmatched,,,
Visual Studio Code,2,0.0083,unmatched,,,
VisualVM,2,0.0083,unmatched,,,
Visualforce Pages,2,0.0083,unmatched,,,
Vlocity Omniscript,2,0.0083,unmatched,,,
Visa Operations,2,0.0083,unmatched,,,
Water Analysis,2,0.0083,unmatched,,,
Water Heater Sales,2,0.0083,unmatched,,,
Water Supply,2,0.0083,unmatched,,,
Water System,2,0.0083,unmatched,,,
Internet Explorer,2,0.0083,unmatched,,,
JFR,2,0.0083,unmatched,,,
JIS,2,0.0083,unmatched,,,
WWTP,2,0.0083,unmatched,,,
Wage Administration,2,0.0083,unmatched,,,
Walk Ins,2,0.0083,unmatched,,,
Warranty Analysis,2,0.0083,unmatched,,,
Warranty Handling,2,0.0083,unmatched,,,
Vulnerability Response,2,0.0083,unmatched,,,
Vulnerability management,2,0.0083,unmatched,,,
WCM,2,0.0083,unmatched,,,
Voucher making,2,0.0083,unmatched,,,
Web Frameworks,2,0.0083,unmatched,,,
Web Marketing,2,0.0083,unmatched,,,
Web Research,2,0.0083,unmatched,,,
JD Edwards,2,0.0083,unmatched,,,
JDE,2,0.0083,unmatched,,,
Intrusion Detection System,2,0.0083,unmatched,,,
Waxing,2,0.0083,unmatched,,,
Wealth,2,0.0083,unmatched,,,
Wealth Head,2,0.0083,unmatched,,,
Wealth Product,2,0.0083,unmatched,,,
Wealth manager,2,0.0083,unmatched,,,
Web Analytics,2,0.0083,unmatched,,,
Web Api Services,2,0.0083,unmatched,,,
Wastage Control,2,0.0083,unmatched,,,
Waste water,2,0.0083,unmatched,,,
Waste water treatment,2,0.0083,unmatched,,,
Why Why,2,0.0083,unmatched,,,
Webgl,2,0.0083,unmatched,,,
Webmethods,2,0.0083,unmatched,,,
Website Analysis,2,0.0083,unmatched,,,
Websocket,2,0.0083,unmatched,,,
Websphere Message Broker,2,0.0083,unmatched,,,
Ivr,2,0.0083,unmatched,,,
JAVA 8,2,0.0083,unmatched,,,
Inventory Analysis,2,0.0083,unmatched,,,
Inventory Control Management,2,0.0083,unmatched,,,
Web SDK,2,0.0083,unmatched,,,
Web UI,2,0.0083,unmatched,,,
Web application development,2,0.0083,unmatched,,,
Webapi,2,0.0083,unmatched,,,
Webdriverio,2,0.0083,unmatched,,,
Web Developer,2,0.0083,unmatched,,,
Wireline,2,0.0083,unmatched,,,
Win,2,0.0083,unmatched,,,
Win 32,2,0.0083,unmatched,,,
WinTEL,2,0.0083,unmatched,,,
WinUI,2,0.0083,unmatched,,,
Wincc,2,0.0083,unmatched,,,
Window Regulator,2,0.0083,unmatched,,,
Windows Active Directory,2,0.0083,unmatched,,,
Itr,2,0.0083,unmatched,,,
Itr Filing,2,0.0083,unmatched,,,
Itsm Modules,2,0.0083,unmatched,,,
Inventory analysis,2,0.0083,unmatched,,,
Inventory valuation,2,0.0083,unmatched,,,
Weight Training,2,0.0083,unmatched,,,
Welder,2,0.0083,unmatched,,,
Wet Chemistry,2,0.0083,unmatched,,,
Work management,2,0.0083,unmatched,,,
Workato,2,0.0083,unmatched,,,
Workday Core Hcm,2,0.0083,unmatched,,,
AACS,2,0.0083,unmatched,,,
Invoice Billing,2,0.0083,unmatched,,,
Investment Portfolio,2,0.0083,unmatched,,,
Investment Products,2,0.0083,unmatched,,,
Itil Processes,2,0.0083,unmatched,,,
Wm,2,0.0083,unmatched,,,
Womens Wear,2,0.0083,unmatched,,,
Woocommerce,2,0.0083,unmatched,,,
ACH,2,0.0083,unmatched,,,
ACI,2,0.0083,unmatched,,,
ADB,2,0.0083,unmatched,,,
Winforms,2,0.0083,unmatched,,,
Wire Edm,2,0.0083,unmatched,,,
Workflow Management,2,0.0083,unmatched,,,
Workfront,2,0.0083,unmatched,,,
Working Capital Loans,2,0.0083,unmatched,,,
5S Methodology,2,0.0083,unmatched,,,
It Support,2,0.0083,unmatched,,,
Italian Cuisine,2,0.0083,unmatched,,,
Iti Electronics,2,0.0083,unmatched,,,
ACB reporting,2,0.0083,unmatched,,,
Workday Finance,2,0.0083,unmatched,,,
Workday Finance Core,2,0.0083,unmatched,,,
Workday Reporting,2,0.0083,unmatched,,,
Workday Security,2,0.0083,unmatched,,,
A+,2,0.0083,unmatched,,,
ADMM,2,0.0083,unmatched,,,
Work Nc,2,0.0083,unmatched,,,
Work Orders,2,0.0083,unmatched,,,
Xcuitest,2,0.0083,unmatched,,,
3D Drawing,2,0.0083,unmatched,,,
Wtp,2,0.0083,unmatched,,,
X++,2,0.0083,unmatched,,,
X86,2,0.0083,unmatched,,,
3D Visualization,2,0.0083,unmatched,,,
3D model,2,0.0083,unmatched,,,
3Dexperience,2,0.0083,unmatched,,,
8 Bit,2,0.0083,unmatched,,,
Wpf,2,0.0083,unmatched,,,
4HANA,2,0.0083,unmatched,,,
5 Axis,2,0.0083,unmatched,,,
5S,2,0.0083,unmatched,,,
Workflow Automation,2,0.0083,unmatched,,,
Workflow Builder,2,0.0083,unmatched,,,
Workflow Design,2,0.0083,unmatched,,,
and Excel,2,0.0083,unmatched,,,
24,2,0.0083,unmatched,,,
It Business Analysis,2,0.0083,unmatched,,,
It Business Development,2,0.0083,unmatched,,,
It General Controls,2,0.0083,unmatched,,,
It Hardware,2,0.0083,unmatched,,,
It Infrastructure Management,2,0.0083,unmatched,,,
It Parks,2,0.0083,unmatched,,,
Zbrush,2,0.0083,unmatched,,,
Zero Trust,2,0.0083,unmatched,,,
Zoho Analytics,2,0.0083,unmatched,,,
2D Animation,2,0.0083,unmatched,,,
2D Design,2,0.0083,unmatched,,,
2D Drawing,2,0.0083,unmatched,,,
2D Modeling,2,0.0083,unmatched,,,
2D drawings,2,0.0083,unmatched,,,
Ooh,2,0.0083,unmatched,,,
Oot,2,0.0083,unmatched,,,
Finance Leadership,2,0.0083,unmatched,,,
Finance Management,2,0.0083,unmatched,,,
Finance Modelling,2,0.0083,unmatched,,,
Financial Domain,2,0.0083,unmatched,,,
Online R&D,2,0.0083,unmatched,,,
Online Trading,2,0.0083,unmatched,,,
Onpremise,2,0.0083,unmatched,,,
Onscreen Takeoff,2,0.0083,unmatched,,,
proficient in software  Tally,2,0.0083,unmatched,,,
Istqb,2,0.0083,unmatched,,,
Ishikawa,2,0.0083,unmatched,,,
It Asset,2,0.0083,unmatched,,,
Zoology,2,0.0083,unmatched,,,
Zuora,2,0.0083,unmatched,,,
rotational Shifts,1,0.0041,unmatched,,,
revit MEP,1,0.0041,unmatched,,,
retail HR,1,0.0041,unmatched,,,
restAPI,1,0.0041,unmatched,,,
regulatory Market,1,0.0041,unmatched,,,
react or Angular,1,0.0041,unmatched,,,
26Q,1,0.0041,unmatched,,,
24Q,1,0.0041,unmatched,,,
220Kv,1,0.0041,unmatched,,,
21 Cfr Part 11,1,0.0041,unmatched,,,
21 Cfr,1,0.0041,unmatched,,,
2/4 Wheeler,1,0.0041,unmatched,,,
2-3 yrs of HFM experience,1,0.0041,unmatched,,,
2 Way Matching,1,0.0041,unmatched,,,
2 HFM implementations,1,0.0041,unmatched,,,
1yrs Banking Experience in CASA Sales,1,0.0041,unmatched,,,
Issues Related To Vibration,1,0.0041,unmatched,,,
Issue Resolution,1,0.0041,unmatched,,,
Issue Management,1,0.0041,unmatched,,,
Iso 50001,1,0.0041,unmatched,,,
Iso 14001,1,0.0041,unmatched,,,
websphere Mq,1,0.0041,unmatched,,,
webApi,1,0.0041,unmatched,,,
vouchers. Good communication,1,0.0041,unmatched,,,
version 2005B,1,0.0041,unmatched,,,
vendor Reconciliation,1,0.0041,unmatched,,,
upply Chain Management,1,0.0041,unmatched,,,
track KPIs,1,0.0041,unmatched,,,
tool Design,1,0.0041,unmatched,,,
technical Sales,1,0.0041,unmatched,,,
team Leader,1,0.0041,unmatched,,,
support UAT,1,0.0041,unmatched,,,
It Architecture,1,0.0041,unmatched,,,
Ism,1,0.0041,unmatched,,,
Iseries,1,0.0041,unmatched,,,
Irrigation,1,0.0041,unmatched,,,
Irr,1,0.0041,unmatched,,,
Ironclad,1,0.0041,unmatched,,,
Iron ore logistics,1,0.0041,unmatched,,,
Iron Ore Mining,1,0.0041,unmatched,,,
Iron Ore,1,0.0041,unmatched,,,
Iron Casting,1,0.0041,unmatched,,,
Iron & steel procurement,1,0.0041,unmatched,,,
Iron,1,0.0041,unmatched,,,
Iris,1,0.0041,unmatched,,,
Ireland Payroll,1,0.0041,unmatched,,,
It Administration,1,0.0041,unmatched,,,
It,1,0.0041,unmatched,,,
Ipc,1,0.0041,unmatched,,,
Ipam,1,0.0041,unmatched,,,
Ipa,1,0.0041,unmatched,,,
Ip Routing,1,0.0041,unmatched,,,
It Recruiter,1,0.0041,unmatched,,,
It Purchase,1,0.0041,unmatched,,,
It Projects,1,0.0041,unmatched,,,
It Products,1,0.0041,unmatched,,,
It Presales,1,0.0041,unmatched,,,
It Outsourcing,1,0.0041,unmatched,,,
It Marketing,1,0.0041,unmatched,,,
It Internal Audit,1,0.0041,unmatched,,,
It Helpdesk,1,0.0041,unmatched,,,
It Governance,1,0.0041,unmatched,,,
It Enabled Services,1,0.0041,unmatched,,,
It Automation,1,0.0041,unmatched,,,
Iot Technology,1,0.0041,unmatched,,,
Iot Sales,1,0.0041,unmatched,,,
Iot Device,1,0.0041,unmatched,,,
Ios Testing,1,0.0041,unmatched,,,
Ios Swift,1,0.0041,unmatched,,,
Ionic Design,1,0.0041,unmatched,,,
Iraq,1,0.0041,unmatched,,,
Iran,1,0.0041,unmatched,,,
Iq,1,0.0041,unmatched,,,
Iptables,1,0.0041,unmatched,,,
Ipsec Vpn,1,0.0041,unmatched,,,
Ipr,1,0.0041,unmatched,,,
Ipo Related Documents,1,0.0041,unmatched,,,
Ipo,1,0.0041,unmatched,,,
Ipdrg,1,0.0041,unmatched,,,
Ipd Billing,1,0.0041,unmatched,,,
Iterative Development,1,0.0041,unmatched,,,
Italian brands,1,0.0041,unmatched,,,
It Transformation,1,0.0041,unmatched,,,
It Technologies,1,0.0041,unmatched,,,
Ionic,1,0.0041,unmatched,,,
Ion,1,0.0041,unmatched,,,
Inward Remittance,1,0.0041,unmatched,,,
Inward Material Quality Control,1,0.0041,unmatched,,,
Inward Document,1,0.0041,unmatched,,,
Invoice processing & payment follow-up  Account reconciliation & aging analysis  Spectrum Software proficiency,1,0.0041,unmatched,,,
It Staffing Solution,1,0.0041,unmatched,,,
It Staffing,1,0.0041,unmatched,,,
It Service Delivery,1,0.0041,unmatched,,,
It Sales Manager,1,0.0041,unmatched,,,
It Recruiters,1,0.0041,unmatched,,,
Ip Phones,1,0.0041,unmatched,,,
Investment Declaration,1,0.0041,unmatched,,,
Investment Banking Hiring,1,0.0041,unmatched,,,
Investment Accounting,1,0.0041,unmatched,,,
Invertors,1,0.0041,unmatched,,,
Invoice Discounting,1,0.0041,unmatched,,,
Invoice Booking,1,0.0041,unmatched,,,
Invigilation,1,0.0041,unmatched,,,
Investran,1,0.0041,unmatched,,,
Investor Presentations,1,0.0041,unmatched,,,
Investor Communication,1,0.0041,unmatched,,,
Investor Allocation,1,0.0041,unmatched,,,
Investments,1,0.0041,unmatched,,,
Iti Fitter,1,0.0041,unmatched,,,
Iti Electrical,1,0.0041,unmatched,,,
Iti,1,0.0041,unmatched,,,
Ites Recruitment,1,0.0041,unmatched,,,
Ivr Testing,1,0.0041,unmatched,,,
Ivf,1,0.0041,unmatched,,,
Inventory of Groceries,1,0.0041,unmatched,,,
Inventory executive,1,0.0041,unmatched,,,
Inventory Records,1,0.0041,unmatched,,,
Inventory Reconciliation,1,0.0041,unmatched,,,
Inventory Monitoring,1,0.0041,unmatched,,,
Inventory Mgmt,1,0.0041,unmatched,,,
Inventory Levels,1,0.0041,unmatched,,,
Itx,1,0.0041,unmatched,,,
Itrm,1,0.0041,unmatched,,,
Itp,1,0.0041,unmatched,,,
Itk Rac,1,0.0041,unmatched,,,
Itinerary design,1,0.0041,unmatched,,,
Itil V3,1,0.0041,unmatched,,,
Investment Memorandums,1,0.0041,unmatched,,,
JCB,1,0.0041,unmatched,,,
Inventory Audits,1,0.0041,unmatched,,,
Inventory Audit,1,0.0041,unmatched,,,
Inventory & Supplies Management,1,0.0041,unmatched,,,
Inventory & Stock Control  Warehouse Management & 5S Practices  ERP Systems   Material Handling & Documentation   Dispatch & Logistics Coordination   Problem-Solving Skills  Attention to Detail & Accuracy,1,0.0041,unmatched,,,
Inventory & Material Management,1,0.0041,unmatched,,,
Inventia,1,0.0041,unmatched,,,
Inv,1,0.0041,unmatched,,,
Intune deployment,1,0.0041,unmatched,,,
Intrusion detection,1,0.0041,unmatched,,,
JBase,1,0.0041,unmatched,,,
JBPM -Jboss,1,0.0041,unmatched,,,
JAVA Script,1,0.0041,unmatched,,,
J2ee,1,0.0041,unmatched,,,
J2Se,1,0.0041,unmatched,,,
J1939,1,0.0041,unmatched,,,
Internet Managed Services Pune,1,0.0041,unmatched,,,
Intruder Alarm,1,0.0041,unmatched,,,
Intraday,1,0.0041,unmatched,,,
Intra US Reloctions,1,0.0041,unmatched,,,
Interview scheduling,1,0.0041,unmatched,,,
Interview Techniques,1,0.0041,unmatched,,,
Interview Preparation,1,0.0041,unmatched,,,
Interventional Cardiology,1,0.0041,unmatched,,,
JES2,1,0.0041,unmatched,,,
JEE API,1,0.0041,unmatched,,,
JDMT,1,0.0041,unmatched,,,
JDE World Soft,1,0.0041,unmatched,,,
JDE S&D,1,0.0041,unmatched,,,
JDE S &D Functional consultant,1,0.0041,unmatched,,,
JCL CICS DB2 Jobs,1,0.0041,unmatched,,,
JCI,1,0.0041,unmatched,,,
JTAG,1,0.0041,unmatched,,,
JSP servlets,1,0.0041,unmatched,,,
JSON/XML handling,1,0.0041,unmatched,,,
International supply chain,1,0.0041,unmatched,,,
International recruitment,1,0.0041,unmatched,,,
International process,1,0.0041,unmatched,,,
International operations,1,0.0041,unmatched,,,
International business development,1,0.0041,unmatched,,,
International Voice Process Executive,1,0.0041,unmatched,,,
JS,1,0.0041,unmatched,,,
JR.MERCHANDISER,1,0.0041,unmatched,,,
JNDI data sources,1,0.0041,unmatched,,,
JLPT n3,1,0.0041,unmatched,,,
JIRA Service Management,1,0.0041,unmatched,,,
JEST,1,0.0041,unmatched,,,
Internet applications,1,0.0041,unmatched,,,
International Labor Laws,1,0.0041,unmatched,,,
International Education,1,0.0041,unmatched,,,
International Domain,1,0.0041,unmatched,,,
International Collection,1,0.0041,unmatched,,,
International Call Center Jobs,1,0.0041,unmatched,,,
International Suppliers And Manufacturers,1,0.0041,unmatched,,,
International Sourcing,1,0.0041,unmatched,,,
International Projects,1,0.0041,unmatched,,,
International Payments,1,0.0041,unmatched,,,
International Onboarding,1,0.0041,unmatched,,,
Jam,1,0.0041,unmatched,,,
Jacket,1,0.0041,unmatched,,,
JVisual VM Server Technologies,1,0.0041,unmatched,,,
JVS,1,0.0041,unmatched,,,
JV,1,0.0041,unmatched,,,
JTAG Boundary Scan,1,0.0041,unmatched,,,
Java Fresher & Java Expereince,1,0.0041,unmatched,,,
Internal Process Audit,1,0.0041,unmatched,,,
Internal Orders,1,0.0041,unmatched,,,
Internal Audits,1,0.0041,unmatched,,,
Internal Auditing,1,0.0041,unmatched,,,
Internal Audit certification,1,0.0041,unmatched,,,
InternATI,1,0.0041,unmatched,,,
International BPO Technical Support,1,0.0041,unmatched,,,
Internatioanl Process,1,0.0041,unmatched,,,
Internal orders,1,0.0041,unmatched,,,
Internal Teams,1,0.0041,unmatched,,,
Java Backend,1,0.0041,unmatched,,,
Java Back End,1,0.0041,unmatched,,,
Java Architect,1,0.0041,unmatched,,,
Java 17,1,0.0041,unmatched,,,
Java 11,1,0.0041,unmatched,,,
Java and Kafka,1,0.0041,unmatched,,,
Java WebDriver Testing,1,0.0041,unmatched,,,
Java Testing,1,0.0041,unmatched,,,
Java TestNG Automation,1,0.0041,unmatched,,,
Java Stack,1,0.0041,unmatched,,,
Java Servlets,1,0.0041,unmatched,,,
Java Servlet,1,0.0041,unmatched,,,
Java Selenium Katalon Jobs Chennai,1,0.0041,unmatched,,,
Java Selenium Jobs Pune,1,0.0041,unmatched,,,
Java Script,1,0.0041,unmatched,,,
Java QA Automation,1,0.0041,unmatched,,,
Java Programming,1,0.0041,partial/semantic_match,Java,"University of Mumbai, Savitribai Phule Pune University","Unknown, MDC401 Multidisciplinary minor 20 20 40 60 2 -- -- 100"
Java JSP,1,0.0041,unmatched,,,
Java J2Ee Developer,1,0.0041,unmatched,,,
Java Integration,1,0.0041,unmatched,,,
Java Full Stack Developement,1,0.0041,unmatched,,,
Java react,1,0.0041,unmatched,,,
Java fresher,1,0.0041,unmatched,,,
Intermediate,1,0.0041,unmatched,,,
Interior design projects,1,0.0041,unmatched,,,
Interior Trims,1,0.0041,unmatched,,,
Interior Site Supervisor,1,0.0041,unmatched,,,
Interior Site Execution,1,0.0041,unmatched,,,
Interior Projects,1,0.0041,unmatched,,,
Interior Project Management,1,0.0041,unmatched,,,
Interior Project Coordinator,1,0.0041,unmatched,,,
Interior Project,1,0.0041,unmatched,,,
Interior Planning,1,0.0041,unmatched,,,
Interior Fit-out Projects,1,0.0041,unmatched,,,
Interior Fit Out Projects,1,0.0041,unmatched,,,
Java developer,1,0.0041,unmatched,,,
Java architecture,1,0.0041,unmatched,,,
Jda,1,0.0041,unmatched,,,
Jboss Application Server,1,0.0041,unmatched,,,
Interior Fit Out,1,0.0041,unmatched,,,
Interior Execution,1,0.0041,unmatched,,,
Interior Designer,1,0.0041,unmatched,,,
Interior,1,0.0041,unmatched,,,
Intergation Broker,1,0.0041,unmatched,,,
Interest rate risk,1,0.0041,unmatched,,,
Interest Rate Risk,1,0.0041,unmatched,,,
Interest Booking,1,0.0041,unmatched,,,
Jaws,1,0.0041,unmatched,,,
Jaw,1,0.0041,unmatched,,,
JavaScript/TypeScript,1,0.0041,unmatched,,,
Java/J2EE,1,0.0041,unmatched,,,
Java script,1,0.0041,unmatched,,,
Java react.js,1,0.0041,unmatched,,,
Jewellery Design,1,0.0041,unmatched,,,
Jetpack Compose,1,0.0041,unmatched,,,
Jenkins/Bamboo,1,0.0041,unmatched,,,
Intercompany,1,0.0041,unmatched,,,
Interaction with patient,1,0.0041,unmatched,,,
Interaction Design,1,0.0041,unmatched,,,
Interaction,1,0.0041,unmatched,,,
Inter,1,0.0041,unmatched,,,
IntelliJ Idea,1,0.0041,unmatched,,,
IntelliJ Database Oracle JMH,1,0.0041,unmatched,,,
Jenkins Ci,1,0.0041,unmatched,,,
Jenkins CI/CD Pipeline setup and automation,1,0.0041,unmatched,,,
Jelly,1,0.0041,unmatched,,,
Jde Cnc,1,0.0041,unmatched,,,
Jde,1,0.0041,unmatched,,,
Jda Wms,1,0.0041,unmatched,,,
Job Diva,1,0.0041,unmatched,,,
Job Analysis,1,0.0041,unmatched,,,
Jncip,1,0.0041,unmatched,,,
Jms,1,0.0041,unmatched,,,
Jira Tool,1,0.0041,unmatched,,,
Jigs and Fixtures,1,0.0041,unmatched,,,
Intellectual Property Rights,1,0.0041,unmatched,,,
Integration with SAP Modules,1,0.0041,unmatched,,,
Integration with AWS,1,0.0041,unmatched,,,
Integration and Implementation,1,0.0041,unmatched,,,
Integration Touchpoints,1,0.0041,unmatched,,,
Integration Strategies,1,0.0041,unmatched,,,
Integration Server,1,0.0041,unmatched,,,
Jig,1,0.0041,unmatched,,,
Jewellery consultant,1,0.0041,unmatched,,,
Jewellery Grading,1,0.0041,unmatched,,,
Join,1,0.0041,unmatched,,,
Johns,1,0.0041,unmatched,,,
Job Safety Analysis,1,0.0041,unmatched,,,
Integration Exp,1,0.0041,unmatched,,,
Integration Development,1,0.0041,unmatched,,,
Integration Developer,1,0.0041,unmatched,,,
Integration Design Patterns,1,0.0041,unmatched,,,
Integration Consultant,1,0.0041,unmatched,,,
Integration Analyst,1,0.0041,unmatched,,,
Integrated Risk Management,1,0.0041,unmatched,,,
Integrated Logistics,1,0.0041,unmatched,,,
Integrated Campaigns,1,0.0041,unmatched,,,
Integrated Business Planning,1,0.0041,unmatched,,,
Insurance underwriting,1,0.0041,unmatched,,,
Job Requisition and Offer Letter Configuration,1,0.0041,unmatched,,,
Job Evaluation,1,0.0041,unmatched,,,
Js Libraries,1,0.0041,unmatched,,,
Jr/Sr Visualizer,1,0.0041,unmatched,,,
Jr/Sr Copywriter,1,0.0041,unmatched,,,
Jr/Sr Account Manager,1,0.0041,unmatched,,,
Insurance training,1,0.0041,unmatched,,,
Insurance claims,1,0.0041,unmatched,,,
Insurance advisory,1,0.0041,unmatched,,,
Insurance Trainer,1,0.0041,unmatched,,,
Insurance Processing,1,0.0041,unmatched,,,
Insurance Presales,1,0.0041,unmatched,,,
Insurance Policies,1,0.0041,unmatched,,,
Journey Automation,1,0.0041,unmatched,,,
Journey,1,0.0041,unmatched,,,
Journals,1,0.0041,unmatched,,,
Journalist,1,0.0041,unmatched,,,
Joining process,1,0.0041,unmatched,,,
Jython,1,0.0041,unmatched,,,
Justdial,1,0.0041,unmatched,,,
JupiterOne,1,0.0041,unmatched,,,
Juniper Routers,1,0.0041,unmatched,,,
Insurance Knowledge,1,0.0041,unmatched,,,
Insurance Executive,1,0.0041,unmatched,,,
Insurance Consulting,1,0.0041,unmatched,,,
Insurance Cloud,1,0.0041,unmatched,,,
Insurance Cases,1,0.0041,unmatched,,,
Insurance & AMC Management,1,0.0041,unmatched,,,
Junior IT Project Portfolio & PMO (WFO - Thane),1,0.0041,unmatched,,,
Junior Executive,1,0.0041,unmatched,,,
Junior Compositor,1,0.0041,unmatched,,,
Junior Architect,1,0.0041,unmatched,,,
