academic_year_or_version,program,branch,year,semester,course_code,course_title,unit_or_module,topic,source_page,source_section
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-Study Topics,Brute force approach,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-Study Topics,Divide and conquer strategy,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-Study Topics,Searching and Sorting Algorithms: [6 Hrs],97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-Study Topics,Linear search,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-Study Topics,Binary search,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-Study Topics,Bubble sort,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-Study Topics,Selection sort,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-Study Topics,Insertion sort,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-Study Topics,Merge sort,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-Study Topics,Quick sort,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-Study Topics,Heap sort,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-Study Topics,Performance comparison of algorithms,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Binary trees and traversals,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Binary Search Trees,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Graph representations,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Breadth First Search (BFS),97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Depth First,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Search (DFS),97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,topological sort,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Dijikstra's Single source shortest paths,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Advanced Algorithmic Techniques: [8 Hrs],97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Dynamic Programming: Introduction,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,All pairs shortest paths,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Knapsack,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Traveling salesperson problem,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Chained matrix multiplication,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Longest common subsequence,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Bellman-Ford algorithm. Back tracking: subset sum,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,problem,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Hamiltonian cycle,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Trees and Graphs,Graph coloring,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-study,Algorithm visualization tools,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-study,Applications of trees in file systems and databases,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-study,Analysis of algorithms used in,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
A.Y. 2024-25,B. Tech.,Computer Science and Engineering,S.Y.,Semester - IV,IDP-02,Fundamentals of Programming and Algorithms,Self-study,Google Maps navigation.,97,Syllabus: Fundamentals of Programming and Algorithms (Page 97)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Course outcomes,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Students will be able to:,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Describe fundamental concepts of system development lifecycle through SDLC.,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,analysis and design.,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Devise procedure to assure the quality and maintainability of the product before and after,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,deployment.,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Develop skill to transfer acquired knowledge across a wide range of industrial and commercial,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,domains and have a basis for further studies in software engineering or in computing related,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,industries.,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,solutions from informal and semiformal problem specifications.,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Develop an ability to work in a team by communicating computing ideas effectively in writing a,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,technical report.,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Software Development Process: [8 Hrs],105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Software Engineering basics,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Software Crisis and Myths,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Software Quality Attributes,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Software Process,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,and development,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Software life cycle and Models,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Analysis and comparison of various models,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Iterative,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Enhancement Models,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,agile process.,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Requirement Engineering: [6 Hrs],105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Requirements Engineering,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,requirement engineering process,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,SRS Document,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,IEEE Standards for SRS,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,to Analysis model.,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,System Architecture and Design Overview: [8 Hrs],105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Architecture 4+1 view,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,architecture styles,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Design process,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Data Flow Diagrams,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Entity Relationship Diagrams,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Refactoring of designs,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,quality concepts - modularity,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,cohesion coupling,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Analysis model to Design Model,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,transformation,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Standardisation using UML.,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Project Management & Software Metrics: [6 Hrs],105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Project Management Concepts - Planning,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Scope,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Project Scheduling,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Work break-down structure,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Milestones,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Deliverables,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Introduction to Software Metrics-Size-oriented metrics and function point metrics. Effort and cost,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,estimation techniques - LOC-based and Function- point based measures - The COCOMO model.,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Testing and Maintenance: [8 Hrs],105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Validation and Verification activities,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Testing Principles and strategies,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,testing levels- Test Drivers and Test Stubs,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Testing types- White Box & Black Box Testing,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Software Maintenance,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Types of Maintenance,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Overview of,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Software Configuration Management.,105,Syllabus: Software Engineering (Page 105)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Case Study of SRS as per IEEE Standards,106,Syllabus: Software Engineering (Page 106)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Entity Relationship Diagrams,106,Syllabus: Software Engineering (Page 106)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Risk Management,106,Syllabus: Software Engineering (Page 106)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Software Configuration,106,Syllabus: Software Engineering (Page 106)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Management Tools,106,Syllabus: Software Engineering (Page 106)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Quality Standards Models - TQM,106,Syllabus: Software Engineering (Page 106)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25001,Software Engineering,Self-Study Topics,Six-Sigma.,106,Syllabus: Software Engineering (Page 106)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,Course outcomes,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,Students will be able to:,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,Identify and describe various components of DBMS.,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,Construct Entity-Relationship Model for given applications and demonstrate it as a relational,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,model.,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,Improve efficiency in data retrieval by using indexing and solving analytical problems on,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,serializability,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,concurrency and recovery.,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,Introduction: [4 Hrs],108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,Basic Concepts,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,Database system application,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,purpose of database systems,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,view of data,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,database,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,languages,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,Database architecture: components of DBMS and overall structure of DBMS,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,Various types of,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,databases.,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,E-R and Relational Model: [8 Hrs],108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,Database design,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,E-R model: modeling,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,entity,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,attributes,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,relationships,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,constraints,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,components of E-R,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,model,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,Relational model: basic concepts,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,attributes and domains,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,concept of integrity and referential,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,schema diagram.,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,Relational Algebra and SQL: [6 Hrs],108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,Relational algebra: fundamental relational algebra operations,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,additional relational algebra operations,108,Syllabus: Database Management Systems (Page 108)
Effective A.Y. 2025-26,B. Tech.,Computer Science and Engineering,T.Y.,Semester - V,CT-25002,Database Management Systems,Self-Study Topics,extended relational algebra operations,108,Syllabus: Database Management Systems (Page 108)
